1701388800000,0.60630000,0.61430000,0.60310000,0.61250000,248446111.00000000,1701475199999,151500975.46030000,146670,130231660.00000000,79421038.37380000,0
1701475200000,0.61260000,0.62290000,0.61100000,0.62080000,144130252.00000000,1701561599999,88761091.04180000,105687,70904392.00000000,43670632.39140000,0
1701561600000,0.62070000,0.63420000,0.61680000,0.62290000,240660124.00000000,1701647999999,150119342.55230000,172404,115321622.00000000,71955868.40490000,0
1701648000000,0.62290000,0.64390000,0.58200000,0.62450000,492198799.00000000,1701734399999,306906152.55400000,375265,246482897.00000000,153694280.33620000,0
1701734400000,0.62460000,0.63070000,0.60760000,0.62100000,369372743.00000000,1701820799999,227916914.96180000,251818,180304863.00000000,111264955.16320000,0
1701820800000,0.62100000,0.64370000,0.61040000,0.64000000,498860756.00000000,1701907199999,312787290.22840000,350624,246544732.00000000,154587927.99420000,0
1701907200000,0.64000000,0.65440000,0.62040000,0.64320000,454683854.00000000,1701993599999,290693308.70340000,326240,218893474.00000000,139949509.40970000,0
1701993600000,0.64310000,0.67560000,0.63730000,0.67210000,497144485.00000000,1702079999999,325864380.63290000,331483,251816703.00000000,165064102.78980000,0
1702080000000,0.67200000,0.70000000,0.65100000,0.65840000,522942153.00000000,1702166399999,355677766.91180000,432033,256796895.00000000,174771586.09360000,0
1702166400000,0.65840000,0.67150000,0.64680000,0.66170000,251001949.00000000,1702252799999,165918653.99920000,222709,120588256.00000000,79730273.48130000,0
1702252800000,0.66170000,0.66280000,0.60000000,0.61870000,601855237.00000000,1702339199999,374407040.27170000,442580,288291855.00000000,179285607.78790000,0
1702339200000,0.61870000,0.62630000,0.60670000,0.61920000,372907112.00000000,1702425599999,231170040.10730000,229429,189382697.00000000,117411707.00830000,0
1702425600000,0.61910000,0.63480000,0.59250000,0.62750000,383566539.00000000,1702511999999,234465552.88700000,246939,186462900.00000000,113984074.93180000,0
1702512000000,0.62760000,0.63790000,0.60530000,0.63160000,340698850.00000000,1702598399999,213406134.19760000,221555,166459257.00000000,104269740.69360000,0
1702598400000,0.63160000,0.64410000,0.61160000,0.61560000,356613976.00000000,1702684799999,224036403.92190000,214133,186857676.00000000,117438414.89580000,0
1702684800000,0.61560000,0.62580000,0.61000000,0.62030000,160755138.00000000,1702771199999,99749269.65580000,104112,75832513.00000000,47062810.20920000,0
1702771200000,0.62020000,0.62370000,0.60840000,0.61030000,176476817.00000000,1702857599999,108983642.71150000,123202,85115033.00000000,52562760.49520000,0
1702857600000,0.61030000,0.61450000,0.57780000,0.61250000,477105096.00000000,1702943999999,285526632.31420000,273493,239943181.00000000,143691458.60030000,0
1702944000000,0.61250000,0.61670000,0.59720000,0.60470000,309456484.00000000,1703030399999,188305009.58320000,166330,160817337.00000000,97865550.95200000,0
1703030400000,0.60470000,0.62640000,0.60100000,0.61710000,380133323.00000000,1703116799999,233730636.44000000,207789,189043767.00000000,116222891.57060000,0
1703116800000,0.61710000,0.62490000,0.61030000,0.62410000,294263304.00000000,1703203199999,181486794.98790000,163056,141328553.00000000,87169952.68900000,0
1703203200000,0.62400000,0.63170000,0.61540000,0.62440000,386616422.00000000,1703289599999,240110049.24570000,220638,199879950.00000000,124130408.30320000,0
1703289600000,0.62430000,0.62490000,0.61060000,0.61950000,170948891.00000000,1703375999999,105499262.15890000,109711,79253936.00000000,48913186.14810000,0
1703376000000,0.61950000,0.62950000,0.60350000,0.61210000,305003397.00000000,1703462399999,188565171.46130000,202416,149363363.00000000,92371439.25850000,0
1703462400000,0.61220000,0.64880000,0.60820000,0.64620000,501529244.00000000,1703548799999,317774651.65370000,326833,251135391.00000000,159041897.25800000,0
1703548800000,0.64610000,0.64690000,0.60000000,0.62190000,427204990.00000000,1703635199999,266404566.67740000,302019,205627688.00000000,128234347.64280000,0
1703635200000,0.62190000,0.64210000,0.61270000,0.63400000,363959180.00000000,1703721599999,228589962.93320000,239715,181802469.00000000,114179094.40100000,0
1703721600000,0.63410000,0.65840000,0.62490000,0.63460000,468193003.00000000,1703807999999,299092512.05790000,355284,229912999.00000000,146885316.82420000,0
1703808000000,0.63460000,0.63630000,0.61210000,0.62300000,347060742.00000000,1703894399999,217547687.87810000,243393,176357456.00000000,110554937.23670000,0
1703894400000,0.62290000,0.62970000,0.61580000,0.62070000,168141907.00000000,1703980799999,104681939.62980000,122347,79419468.00000000,49439635.23790000,0
1703980800000,0.62070000,0.62850000,0.60550000,0.61560000,160978768.00000000,1704067199999,99819076.46700000,119943,78711434.00000000,48816688.44840000,0
