open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,source_filename,open_lag_1,close_lag_1,high_lag_1,low_lag_1,volumne_lag_1,volumne_lag_3,candle_size,body_size,upper_shadow,lower_shadow,buy_volume_ratio,avg_trade_size,ma_7,ma_21,std_14,hl_spread,hl_spread_change,pct_change,log_return,momentum_3,momentum_7,day_of_week,is_weekend,month,rsi,macd,signal_line,volume_zscore,volume_spike,rsi_buy,rsi_sell,macd_bullish,macd_bearish,future_return_1d,price_direction
2023-01-31,0.3933,0.4113,0.388,0.4057,346580963.0,2023-01-31 23:59:59.999000,138238341.7796,166935,174978218.0,69716355.9451,XRPUSDT-1d-2023-01.csv,0.4135,0.3934,0.4222,0.386,433795926.0,148949278.0,0.023299999999999987,0.012400000000000022,0.005599999999999994,0.005299999999999971,0.504869674564324,2076.143187468176,0.4084714285714286,0.39827142857142855,0.011538354578258997,0.023299999999999987,0.6436464088397785,0.03126588713777312,0.03078706425744272,-0.0020999999999999908,-0.0020999999999999908,1,0,1,55.98480050664979,0.012807415402895372,0.014777779512501433,-0.14370058552883988,0,0,0,0,1,0.018240078876016863,1
2023-02-01,0.4058,0.4157,0.3962,0.4131,379103907.0,2023-02-01 23:59:59.999000,153259801.5671,186726,184988147.0,74752103.681,XRPUSDT-1d-2023-02.csv,0.3933,0.4057,0.4113,0.388,346580963.0,166884667.0,0.019500000000000017,0.007300000000000029,0.002599999999999991,0.009599999999999997,0.48796159465589467,2030.26845217056,0.4079142857142858,0.4001904761904762,0.008549509978889149,0.019500000000000017,0.8369098712446363,0.018240078876016863,0.018075724190317402,-0.00029999999999996696,-0.003899999999999959,2,0,2,61.13592852584558,0.01263593518473094,0.014349410646947334,0.19495457898796692,0,0,0,0,1,-0.007988380537400253,0
2023-02-02,0.4132,0.4192,0.408,0.4098,322532370.0,2023-02-02 23:59:59.999000,133341656.2179,165464,163472668.0,67587785.7721,XRPUSDT-1d-2023-02.csv,0.4058,0.4131,0.4157,0.3962,379103907.0,433795926.0,0.011200000000000043,0.003400000000000014,0.006000000000000005,0.0018000000000000238,0.5068411210942951,1949.2600807426388,0.408,0.40185714285714286,0.007333323759567801,0.011200000000000043,0.5743589743589761,-0.007988380537400253,-0.008020458597919581,0.01639999999999997,0.0005999999999999894,3,0,2,55.84594222833563,0.012094337461841687,0.013898396009926204,-0.16613374761391084,0,0,0,0,1,0.004636408003904302,1
2023-02-03,0.4097,0.4137,0.4054,0.4117,274689680.0,2023-02-03 23:59:59.999000,112603154.4869,133447,141671977.0,58080968.9055,XRPUSDT-1d-2023-02.csv,0.4132,0.4098,0.4192,0.408,322532370.0,346580963.0,0.00830000000000003,0.0020000000000000018,0.0020000000000000018,0.004300000000000026,0.5157528196909327,2058.4177988265005,0.4078428571428572,0.4030904761904762,0.007294831076835481,0.00830000000000003,0.7410714285714284,0.004636408003904302,0.0046256929710595815,0.006000000000000005,-0.0010999999999999899,4,0,2,49.528301886792455,0.011683748505596891,0.013455466509060343,-0.46260252545470937,0,0,0,0,1,-0.0026718484333252412,0
2023-02-04,0.4116,0.4204,0.4075,0.4106,178134111.0,2023-02-04 23:59:59.999000,73370958.019,95986,83662124.0,34471548.4624,XRPUSDT-1d-2023-02.csv,0.4097,0.4117,0.4137,0.4054,274689680.0,379103907.0,0.012900000000000023,0.0010000000000000009,0.008799999999999975,0.003100000000000047,0.46965807688567857,1855.8342987519013,0.4082428571428572,0.40381904761904763,0.007105271994082585,0.012900000000000023,1.5542168674698766,-0.0026718484333252412,-0.0026754241910258107,-0.0025000000000000022,0.0028000000000000247,5,1,2,53.030303030303045,0.011141164582549268,0.012992606123758129,-1.024534287511324,0,0,0,0,1,-0.029712615684364452,0
2023-02-05,0.4106,0.412,0.3942,0.3984,237111362.0,2023-02-05 23:59:59.999000,95563098.0889,134236,112747647.0,45453079.203,XRPUSDT-1d-2023-02.csv,0.4116,0.4106,0.4204,0.4075,178134111.0,322532370.0,0.017799999999999983,0.012200000000000044,0.0013999999999999568,0.0041999999999999815,0.4755050371647732,1766.3768437676927,0.40609999999999996,0.4044809523809524,0.007323847094508491,0.017799999999999983,1.3798449612403063,-0.029712615684364452,-0.030162978874390137,-0.011400000000000021,-0.015000000000000013,6,1,2,49.21875,0.009615879006571237,0.012317260700320753,-0.6093608993156463,0,0,0,0,1,-0.016064257028112316,0
2023-02-06,0.3985,0.4037,0.3909,0.392,315995053.0,2023-02-06 23:59:59.999000,125897156.2863,145740,159859675.0,63699592.1238,XRPUSDT-1d-2023-02.csv,0.4106,0.3984,0.412,0.3942,237111362.0,274689680.0,0.012799999999999978,0.006500000000000006,0.005199999999999982,0.0010999999999999899,0.5058929672547754,2168.210875531769,0.40590000000000004,0.40479047619047615,0.007569433180980138,0.012799999999999978,0.719101123595505,-0.016064257028112316,-0.016194685919980495,-0.019699999999999995,-0.0014000000000000123,0,0,2,35.90664272890484,0.00780073071762466,0.011413954703781535,0.2134259532979181,0,0,0,0,1,0.0295918367346939,1
2023-02-07,0.3921,0.4048,0.3901,0.4036,356160688.0,2023-02-07 23:59:59.999000,141141108.6065,145406,183248723.0,72607710.1102,XRPUSDT-1d-2023-02.csv,0.3985,0.392,0.4037,0.3909,315995053.0,178134111.0,0.01469999999999999,0.01150000000000001,0.0011999999999999789,0.0020000000000000018,0.5145113685314984,2449.4222246674826,0.4056,0.4055904761904762,0.007632582700588519,0.01469999999999999,1.1484375000000013,0.0295918367346939,0.029162448688991375,-0.007000000000000006,-0.0020999999999999908,1,0,2,48.04469273743018,0.007215064899018353,0.0105741767428289,0.7375739945913065,0,0,0,0,1,-0.015113974231912741,0
2023-02-08,0.4037,0.406,0.3936,0.3975,263188839.0,2023-02-08 23:59:59.999000,105265066.8744,104320,123235097.0,49287325.6565,XRPUSDT-1d-2023-02.csv,0.3921,0.4036,0.4048,0.3901,356160688.0,237111362.0,0.012400000000000022,0.006199999999999983,0.0023000000000000242,0.0039000000000000146,0.46823830930003835,2522.8991468558283,0.40337142857142855,0.4065095238095238,0.00745145461129439,0.012400000000000022,0.8435374149659884,-0.015113974231912741,-0.015229354385067256,-0.0008999999999999564,-0.015600000000000003,2,0,2,40.651965484180266,0.006187377264508964,0.009696816847164913,-0.261255949643628,0,0,0,0,1,-0.03924528301886798,0
2023-02-09,0.3975,0.4092,0.3726,0.3819,526681339.0,2023-02-09 23:59:59.999000,206981490.6035,255958,250575924.0,98553873.5392,XRPUSDT-1d-2023-02.csv,0.4037,0.3975,0.406,0.3936,263188839.0,315995053.0,0.03660000000000002,0.015600000000000003,0.011699999999999988,0.00930000000000003,0.47576381664815354,2057.6865696715868,0.3993857142857143,0.4059904761904762,0.009686029930997557,0.03660000000000002,2.951612903225803,-0.03924528301886798,-0.040036139862916126,-0.010099999999999998,-0.02789999999999998,3,0,2,37.823371989295275,0.0040672530236311455,0.00857090408245816,2.1405154130547337,1,0,0,0,1,-0.0005236973029589809,0
2023-02-10,0.3818,0.3878,0.3771,0.3817,279931749.0,2023-02-10 23:59:59.999000,107300522.3004,129469,139730701.0,53554602.2296,XRPUSDT-1d-2023-02.csv,0.3975,0.3819,0.4092,0.3726,526681339.0,356160688.0,0.010699999999999987,9.999999999998899e-05,0.006000000000000005,0.004599999999999993,0.49915988986301085,2162.1527083703436,0.39509999999999995,0.4045047619047619,0.010923892555835289,0.010699999999999987,0.2923497267759558,-0.0005236973029589809,-0.0005238344802865658,-0.02190000000000003,-0.030000000000000027,4,0,2,35.694572217111315,0.0023438821451812197,0.007325499695002772,-0.21136991825027063,0,0,0,0,1,0.0041917736442231845,1
2023-02-11,0.3818,0.3841,0.3798,0.3833,123179600.0,2023-02-11 23:59:59.999000,47064308.7616,59338,54359454.0,20769517.1762,XRPUSDT-1d-2023-02.csv,0.3818,0.3817,0.3878,0.3771,279931749.0,263188839.0,0.0042999999999999705,0.0015000000000000013,0.0008000000000000229,0.0019999999999999463,0.4413024072167794,2075.8974013279853,0.3912,0.403547619047619,0.01176233745552251,0.0042999999999999705,0.4018691588785024,0.0041917736442231845,0.004183012635325325,-0.014200000000000046,-0.027300000000000046,5,1,2,38.36657169990502,0.0010945872159662806,0.006079317199195474,-1.6388400604152857,0,0,0,0,1,-0.02243673362901122,0
2023-02-12,0.3834,0.385,0.3716,0.3747,135976322.0,2023-02-12 23:59:59.999000,51727784.2532,70222,62447787.0,23753707.6288,XRPUSDT-1d-2023-02.csv,0.3818,0.3833,0.3841,0.3798,123179600.0,526681339.0,0.013400000000000023,0.008700000000000041,0.0015999999999999903,0.0030999999999999917,0.4592548620339944,1936.3778018284868,0.3878142857142857,0.40232380952380953,0.012801965851787585,0.013400000000000023,3.1162790697674687,-0.02243673362901122,-0.02269226658686772,-0.00720000000000004,-0.0237,6,1,2,32.13296398891967,-0.0005827189219196893,0.004746909974972442,-1.4568149134140143,0,0,0,0,1,-0.011742727515345552,0
2023-02-13,0.3747,0.3783,0.3612,0.3703,382768169.0,2023-02-13 23:59:59.999000,141477064.7839,158099,190350024.0,70362221.9661,XRPUSDT-1d-2023-02.csv,0.3834,0.3747,0.385,0.3716,135976322.0,279931749.0,0.017100000000000004,0.0043999999999999595,0.0036000000000000476,0.009099999999999997,0.4972984678880129,2421.0663508308085,0.3847142857142857,0.39979523809523815,0.014650831653250065,0.017100000000000004,1.2761194029850726,-0.011742727515345552,-0.011812217880074622,-0.011399999999999966,-0.021699999999999997,0,0,2,37.54045307443366,-0.002241204141951003,0.003349287151587753,0.8236945300628862,0,0,0,0,1,0.03132595193086685,1
2023-02-14,0.3703,0.3839,0.3644,0.3819,372274074.0,2023-02-14 23:59:59.999000,138499878.2798,160722,196180773.0,72994759.0715,XRPUSDT-1d-2023-02.csv,0.3747,0.3703,0.3783,0.3612,382768169.0,123179600.0,0.019500000000000017,0.0116,0.0020000000000000018,0.005900000000000016,0.5269794130224604,2316.2608354798967,0.38161428571428574,0.39856190476190473,0.014732719435936738,0.019500000000000017,1.1403508771929831,0.03132595193086685,0.030845306311903506,-0.0013999999999999568,-0.021699999999999997,1,0,2,37.065217391304365,-0.002589690235799358,0.0021614916741103307,0.7010531669565373,0,0,0,0,1,0.050274941084053504,1
2023-02-15,0.3819,0.4024,0.3765,0.4011,370966882.0,2023-02-15 23:59:59.999000,143859246.6086,150550,183280682.0,71037186.5248,XRPUSDT-1d-2023-02.csv,0.3703,0.3819,0.3839,0.3644,372274074.0,135976322.0,0.02589999999999998,0.019199999999999995,0.0012999999999999678,0.005400000000000016,0.49406211414850776,2464.0775954832284,0.38212857142857143,0.3978047619047619,0.013833001231725865,0.02589999999999998,1.328205128205126,0.050274941084053504,0.04905197854453674,0.026400000000000035,0.003599999999999992,2,0,2,44.21965317919075,-0.0013015845801444548,0.0014688764232593735,0.697298881254393,0,0,0,0,1,-0.04238344552480677,0
2023-02-16,0.401,0.4048,0.384,0.3841,450636395.0,2023-02-16 23:59:59.999000,179200203.6661,193412,225043586.0,89555461.717,XRPUSDT-1d-2023-02.csv,0.3819,0.4011,0.4024,0.3765,370966882.0,382768169.0,0.020799999999999985,0.016900000000000026,0.00379999999999997,9.999999999998899e-05,0.49939061402264234,2329.92986474469,0.3824428571428572,0.3966095238095238,0.013081158331612292,0.020799999999999985,0.8030888030888031,-0.04238344552480677,-0.043307837424148066,0.013799999999999979,0.0021999999999999797,3,0,2,39.06382978723404,-0.0016336774757977346,0.000848365643447952,1.2615494996785928,0,0,0,0,1,0.028378026555584634,1
2023-02-17,0.3841,0.4,0.3809,0.395,358052399.0,2023-02-17 23:59:59.999000,139644124.6396,149639,187919337.0,73283588.7734,XRPUSDT-1d-2023-02.csv,0.401,0.3841,0.4048,0.384,450636395.0,372274074.0,0.019100000000000006,0.01090000000000002,0.0050000000000000044,0.0031999999999999806,0.524837530833022,2392.774604214142,0.3843428571428572,0.39576190476190476,0.011731756939142893,0.019100000000000006,0.9182692307692317,0.028378026555584634,0.027982829549262903,0.0131,0.013300000000000034,4,0,2,43.39920948616601,-0.0010057311407591918,0.00047754628660652326,0.40727161022083547,0,0,0,0,1,-0.0017721518987342533,0
2023-02-18,0.3949,0.3976,0.3911,0.3943,145625421.0,2023-02-18 23:59:59.999000,57400872.4426,73236,69380555.0,27349230.4521,XRPUSDT-1d-2023-02.csv,0.3841,0.395,0.4,0.3809,358052399.0,370966882.0,0.006500000000000006,0.0005999999999999894,0.0027000000000000357,0.0031999999999999806,0.47643161835048015,1988.440398164837,0.3859142857142857,0.3951190476190476,0.010210531085842283,0.006500000000000006,0.34031413612565464,-0.0017721518987342533,-0.0017737240175404513,-0.006800000000000028,0.01100000000000001,5,1,2,43.53687549563836,-0.000558129526233131,0.0002704111240385924,-1.3662619355433843,0,0,0,0,1,-0.02028911995942173,0
2023-02-19,0.3942,0.3981,0.3845,0.3863,237992952.0,2023-02-19 23:59:59.999000,93146713.9362,120434,116193819.0,45470936.4997,XRPUSDT-1d-2023-02.csv,0.3949,0.3943,0.3976,0.3911,145625421.0,450636395.0,0.013600000000000001,0.007900000000000018,0.0039000000000000146,0.0017999999999999683,0.4882237815176981,1976.1276051613331,0.38757142857142857,0.3938285714285715,0.009817838104947121,0.013600000000000001,2.0923076923076906,-0.02028911995942173,-0.02049777121134584,0.0021999999999999797,0.0116,6,1,2,45.03691550451189,-0.000839260688342558,4.847676156236234e-05,-0.5920187572572734,0,0,0,0,1,0.03132280610924143,1
2023-02-20,0.3862,0.409,0.3774,0.3984,557018367.0,2023-02-20 23:59:59.999000,220336014.7363,224246,278894507.0,110244972.671,XRPUSDT-1d-2023-02.csv,0.3942,0.3863,0.3981,0.3845,237992952.0,358052399.0,0.03159999999999996,0.012199999999999989,0.010599999999999998,0.008799999999999975,0.5006917608517566,2483.9612166995175,0.39158571428571426,0.3940666666666666,0.01017627330910216,0.03159999999999996,2.323529411764703,0.03132280610924143,0.030842256038207456,0.0033999999999999586,0.02809999999999996,0,0,2,52.5078369905956,-8.471375622498556e-05,2.1838658004892764e-05,1.6947447120272137,0,0,0,0,1,-0.016315261044176577,0
2023-02-21,0.3985,0.4025,0.3872,0.3919,448284088.0,2023-02-21 23:59:59.999000,176374645.4901,170551,225085280.0,88578978.1016,XRPUSDT-1d-2023-02.csv,0.3862,0.3984,0.409,0.3774,557018367.0,145625421.0,0.015300000000000036,0.006599999999999995,0.0040000000000000036,0.0047000000000000375,0.5021041032355358,2628.445966309198,0.3930142857142857,0.39340952380952376,0.009247940073573258,0.015300000000000036,0.48417721518987517,-0.016315261044176577,-0.01644982050485726,-0.0023999999999999577,0.010000000000000009,1,0,2,45.22448979591838,-1.1097627002076837e-05,1.5251401003498843e-05,0.8270074799431204,0,0,0,0,1,0.00867568257208462,1
2023-02-22,0.392,0.3977,0.3828,0.3953,389277544.0,2023-02-22 23:59:59.999000,151813602.9011,161983,199048660.0,77597400.0916,XRPUSDT-1d-2023-02.csv,0.3985,0.3919,0.4025,0.3872,448284088.0,237992952.0,0.014900000000000024,0.0032999999999999696,0.0024000000000000132,0.009200000000000041,0.5113283904195615,2403.1999901224203,0.39218571428571425,0.3925619047619048,0.00907869139042868,0.014900000000000024,0.9738562091503261,0.00867568257208462,0.008638265097053956,0.009000000000000008,-0.005800000000000027,2,0,2,49.08180300500833,0.00031793036742611136,7.578719428802135e-05,0.3437409366043693,0,0,0,1,0,-0.017961042246395165,0
2023-02-23,0.3953,0.3979,0.3853,0.3882,348351954.0,2023-02-23 23:59:59.999000,136524364.7895,151055,185760178.0,72805734.0508,XRPUSDT-1d-2023-02.csv,0.392,0.3953,0.3977,0.3828,389277544.0,557018367.0,0.0126,0.007099999999999995,0.002599999999999991,0.0029000000000000137,0.5332543017686072,2306.126602892986,0.3927714285714286,0.3915333333333334,0.008953337520012258,0.0126,0.8456375838926161,-0.017961042246395165,-0.018124299567729967,-0.010199999999999987,0.0040999999999999925,3,0,2,52.83018867924527,5.710928674185212e-06,6.177194116525413e-05,0.15315339473970582,0,0,0,0,1,-0.025502318392581103,0
2023-02-24,0.3883,0.3908,0.3723,0.3783,356652233.0,2023-02-24 23:59:59.999000,136442442.7247,157595,183601515.0,70283824.5592,XRPUSDT-1d-2023-02.csv,0.3953,0.3882,0.3979,0.3853,348351954.0,448284088.0,0.01849999999999996,0.009999999999999953,0.0025000000000000022,0.006000000000000005,0.5147914354990173,2263.093581649164,0.39038571428571434,0.38994285714285715,0.009169397861520875,0.01849999999999996,1.468253968253965,-0.025502318392581103,-0.025833139095926275,-0.013600000000000001,-0.016699999999999993,4,0,2,48.59504132231407,-0.0010287141122702348,-0.00015632526952184366,0.17583129908916328,0,0,0,0,1,-0.001321702352630183,0
2023-02-25,0.3783,0.3795,0.3692,0.3778,179723963.0,2023-02-25 23:59:59.999000,67647646.4228,84703,84230523.0,31703256.8337,XRPUSDT-1d-2023-02.csv,0.3883,0.3783,0.3908,0.3723,356652233.0,389277544.0,0.010300000000000031,0.0005000000000000004,0.0011999999999999789,0.008600000000000052,0.4686660676406295,2121.8134304570085,0.3880285714285714,0.3883809523809524,0.00946982483563391,0.010300000000000031,0.5567567567567596,-0.001321702352630183,-0.0013225765715743833,-0.01749999999999996,-0.01649999999999996,5,1,2,47.70642201834864,-0.0018673238838104456,-0.000498524992379564,-1.2984397276597064,0,0,0,0,1,0.00026469031233444795,1
2023-02-26,0.3779,0.3807,0.3745,0.3779,130843027.0,2023-02-26 23:59:59.999000,49371646.179,69576,62587386.0,23616970.2689,XRPUSDT-1d-2023-02.csv,0.3783,0.3778,0.3795,0.3692,179723963.0,348351954.0,0.006199999999999983,0.0,0.002799999999999969,0.003400000000000014,0.4783394838457842,1880.5770236863286,0.38682857142857147,0.3874047619047619,0.0091851887464384,0.006199999999999983,0.601941747572812,0.00026469031233444795,0.00026465528803398515,-0.010299999999999976,-0.008399999999999963,6,1,2,51.43626570915621,-0.002495097079361297,-0.0008978394097759107,-1.6870149825409233,0,0,0,0,1,0.001587721619475957,1
2023-02-27,0.3779,0.3801,0.3708,0.3785,421412885.0,2023-02-27 23:59:59.999000,158457633.8979,145975,225350589.0,84706976.9665,XRPUSDT-1d-2023-02.csv,0.3779,0.3779,0.3807,0.3745,130843027.0,356652233.0,0.009299999999999975,0.0005999999999999894,0.0015999999999999903,0.007099999999999995,0.5347501156733734,2886.8839527316322,0.38398571428571426,0.38676190476190475,0.008237144496156167,0.009299999999999975,1.5,0.001587721619475957,0.0015864625220600888,0.00019999999999997797,-0.019899999999999973,0,0,2,53.81040892193308,-0.002910644772976756,-0.00130040048241608,0.6516067228668443,0,0,0,0,1,-0.0060766182298547244,0
2023-02-28,0.3785,0.3827,0.3719,0.3762,371401256.0,2023-02-28 23:59:59.999000,140007695.9865,149317,200818042.0,75668334.9249,XRPUSDT-1d-2023-02.csv,0.3779,0.3785,0.3801,0.3708,421412885.0,179723963.0,0.010799999999999976,0.0023000000000000242,0.0041999999999999815,0.0042999999999999705,0.5407037234144411,2487.334034302859,0.38174285714285716,0.38545714285714283,0.00867943445263508,0.010799999999999976,1.1612903225806457,-0.0060766182298547244,-0.00609515601057349,-0.0016000000000000458,-0.015700000000000047,1,0,2,47.10071210579855,-0.0033865223702768676,-0.0017176248599882376,0.24934992978542775,0,0,0,0,1,0.01940457203615109,1
2023-03-01,0.3762,0.3848,0.3726,0.3835,317577485.0,2023-03-01 23:59:59.999000,120585971.9244,134548,161512541.0,61296409.5252,XRPUSDT-1d-2023-03.csv,0.3785,0.3762,0.3827,0.3719,371401256.0,130843027.0,0.012199999999999989,0.007300000000000029,0.0012999999999999678,0.003599999999999992,0.508576799769039,2360.3285444599696,0.38005714285714287,0.38479047619047624,0.007765622325988844,0.012199999999999989,1.129629629629631,0.01940457203615109,0.01921870394038097,0.005599999999999994,-0.011799999999999977,2,0,3,39.81481481481481,-0.003138431913799422,-0.0020017862707504743,-0.15372192860028647,0,0,0,0,1,-0.016427640156453815,0
2023-03-02,0.3836,0.3846,0.3737,0.3772,281873061.0,2023-03-02 23:59:59.999000,106574977.8196,107723,148617496.0,56165347.5998,XRPUSDT-1d-2023-03.csv,0.3762,0.3835,0.3848,0.3726,317577485.0,421412885.0,0.01090000000000002,0.006400000000000017,0.0010000000000000009,0.003500000000000003,0.5272497324602439,2616.6469649007176,0.37848571428571426,0.3845666666666667,0.00811488931356644,0.01090000000000002,0.8934426229508222,-0.016427640156453815,-0.01656407004800855,-0.0013000000000000234,-0.01100000000000001,3,0,3,45.44253632760897,-0.0034108575457467705,-0.002283600525749734,-0.3553862921753356,0,0,0,0,1,0.0005302226935313126,1
