open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,source_filename,open_lag_1,close_lag_1,high_lag_1,low_lag_1,volumne_lag_1,volumne_lag_3,candle_size,body_size,upper_shadow,lower_shadow,buy_volume_ratio,avg_trade_size,ma_7,ma_21,std_14,hl_spread,hl_spread_change,pct_change,log_return,momentum_3,momentum_7,day_of_week,is_weekend,month,rsi,macd,signal_line,volume_zscore,volume_spike,rsi_buy,rsi_sell,macd_bullish,macd_bearish,future_return_1d,price_direction,future_return_3d,price_direction_3d,model_prediction_3d,prediction_prob,high_confidence,confidence_bin,match,prediction_hit,rolling_accuracy
2023-01-31,0.3933,0.4113,0.388,0.4057,346580963.0,2023-01-31 23:59:59.999000,138238341.7796,166935,174978218.0,69716355.9451,XRPUSDT-1d-2023-01.csv,0.4135,0.3934,0.4222,0.386,433795926.0,148949278.0,0.0232999999999999,0.0124,0.0055999999999999,0.0052999999999999,0.504869674564324,2076.143187468176,0.4084714285714286,0.3982714285714285,0.0115383545782589,0.0232999999999999,0.6436464088397785,0.0312658871377731,0.0307870642574427,-0.0020999999999999,-0.0020999999999999,1,0,1,55.98480050664979,0.0128074154028953,0.0147777795125014,-0.1437005855288398,0,0,0,0,1,0.0182400788760168,1,0.014789253142716285,1,,,0,,False,False,
2023-02-01,0.4058,0.4157,0.3962,0.4131,379103907.0,2023-02-01 23:59:59.999000,153259801.5671,186726,184988147.0,74752103.681,XRPUSDT-1d-2023-02.csv,0.3933,0.4057,0.4113,0.388,346580963.0,166884667.0,0.0195,0.0073,0.0025999999999999,0.0095999999999999,0.4879615946558946,2030.26845217056,0.4079142857142858,0.4001904761904762,0.0085495099788891,0.0195,0.8369098712446363,0.0182400788760168,0.0180757241903174,-0.0002999999999999,-0.0038999999999999,2,0,2,61.13592852584558,0.0126359351847309,0.0143494106469473,0.1949545789879669,0,0,0,0,1,-0.0079883805374002,0,-0.006051803437424397,0,,,0,,False,False,
2023-02-02,0.4132,0.4192,0.408,0.4098,322532370.0,2023-02-02 23:59:59.999000,133341656.2179,165464,163472668.0,67587785.7721,XRPUSDT-1d-2023-02.csv,0.4058,0.4131,0.4157,0.3962,379103907.0,433795926.0,0.0112,0.0034,0.006,0.0018,0.5068411210942951,1949.2600807426388,0.408,0.4018571428571428,0.0073333237595678,0.0112,0.5743589743589761,-0.0079883805374002,-0.0080204585979195,0.0163999999999999,0.0005999999999999,3,0,2,55.84594222833563,0.0120943374618416,0.0138983960099262,-0.1661337476139108,0,0,0,0,1,0.0046364080039043,1,-0.027818448023426146,0,,,0,,False,False,
2023-02-03,0.4097,0.4137,0.4054,0.4117,274689680.0,2023-02-03 23:59:59.999000,112603154.4869,133447,141671977.0,58080968.9055,XRPUSDT-1d-2023-02.csv,0.4132,0.4098,0.4192,0.408,322532370.0,346580963.0,0.0083,0.002,0.002,0.0043,0.5157528196909327,2058.4177988265005,0.4078428571428572,0.4030904761904762,0.0072948310768354,0.0083,0.7410714285714284,0.0046364080039043,0.0046256929710595,0.006,-0.0010999999999999,4,0,2,49.528301886792455,0.0116837485055968,0.0134554665090603,-0.4626025254547093,0,0,0,0,1,-0.0026718484333252,0,-0.047850376487733826,0,,,0,,False,False,
2023-02-04,0.4116,0.4204,0.4075,0.4106,178134111.0,2023-02-04 23:59:59.999000,73370958.019,95986,83662124.0,34471548.4624,XRPUSDT-1d-2023-02.csv,0.4097,0.4117,0.4137,0.4054,274689680.0,379103907.0,0.0129,0.001,0.0087999999999999,0.0031,0.4696580768856785,1855.834298751901,0.4082428571428572,0.4038190476190476,0.0071052719940825,0.0129,1.5542168674698766,-0.0026718484333252,-0.0026754241910258,-0.0025,0.0028,5,1,2,53.030303030303045,0.0111411645825492,0.0129926061237581,-1.024534287511324,0,0,0,0,1,-0.0297126156843644,0,-0.017048222113979605,0,,,0,,False,False,
2023-02-05,0.4106,0.412,0.3942,0.3984,237111362.0,2023-02-05 23:59:59.999000,95563098.0889,134236,112747647.0,45453079.203,XRPUSDT-1d-2023-02.csv,0.4116,0.4106,0.4204,0.4075,178134111.0,322532370.0,0.0177999999999999,0.0122,0.0013999999999999,0.0041999999999999,0.4755050371647732,1766.376843767693,0.4060999999999999,0.4044809523809524,0.0073238470945084,0.0177999999999999,1.3798449612403063,-0.0297126156843644,-0.0301629788743901,-0.0114,-0.015,6,1,2,49.21875,0.0096158790065712,0.0123172607003207,-0.6093608993156463,0,0,0,0,1,-0.0160642570281123,0,-0.0022590361445782303,0,,,0,,False,False,
2023-02-06,0.3985,0.4037,0.3909,0.392,315995053.0,2023-02-06 23:59:59.999000,125897156.2863,145740,159859675.0,63699592.1238,XRPUSDT-1d-2023-02.csv,0.4106,0.3984,0.412,0.3942,237111362.0,274689680.0,0.0127999999999999,0.0065,0.0051999999999999,0.0010999999999999,0.5058929672547754,2168.210875531769,0.4059,0.4047904761904761,0.0075694331809801,0.0127999999999999,0.719101123595505,-0.0160642570281123,-0.0161946859199804,-0.0196999999999999,-0.0014,0,0,2,35.90664272890484,0.0078007307176246,0.0114139547037815,0.2134259532979181,0,0,0,0,1,0.0295918367346939,1,-0.025765306122448983,0,,,0,,False,False,
2023-02-07,0.3921,0.4048,0.3901,0.4036,356160688.0,2023-02-07 23:59:59.999000,141141108.6065,145406,183248723.0,72607710.1102,XRPUSDT-1d-2023-02.csv,0.3985,0.392,0.4037,0.3909,315995053.0,178134111.0,0.0146999999999999,0.0115,0.0011999999999999,0.002,0.5145113685314984,2449.4222246674826,0.4056,0.4055904761904762,0.0076325827005885,0.0146999999999999,1.148437500000001,0.0295918367346939,0.0291624486889913,-0.007,-0.0020999999999999,1,0,2,48.04469273743018,0.0072150648990183,0.0105741767428289,0.7375739945913065,0,0,0,0,1,-0.0151139742319127,0,-0.05426164519326071,0,,,0,,False,False,
2023-02-08,0.4037,0.406,0.3936,0.3975,263188839.0,2023-02-08 23:59:59.999000,105265066.8744,104320,123235097.0,49287325.6565,XRPUSDT-1d-2023-02.csv,0.3921,0.4036,0.4048,0.3901,356160688.0,237111362.0,0.0124,0.0061999999999999,0.0023,0.0039,0.4682383093000383,2522.8991468558283,0.4033714285714285,0.4065095238095238,0.0074514546112943,0.0124,0.8435374149659884,-0.0151139742319127,-0.0152293543850672,-0.0008999999999999,-0.0156,2,0,2,40.651965484180266,0.0061873772645089,0.0096968168471649,-0.261255949643628,0,0,0,0,1,-0.0392452830188679,0,-0.0357232704402517,0,,,0,,False,False,
2023-02-09,0.3975,0.4092,0.3726,0.3819,526681339.0,2023-02-09 23:59:59.999000,206981490.6035,255958,250575924.0,98553873.5392,XRPUSDT-1d-2023-02.csv,0.4037,0.3975,0.406,0.3936,263188839.0,315995053.0,0.0366,0.0156,0.0116999999999999,0.0093,0.4757638166481535,2057.6865696715868,0.3993857142857143,0.4059904761904762,0.0096860299309975,0.0366,2.951612903225803,-0.0392452830188679,-0.0400361398629161,-0.0100999999999999,-0.0278999999999999,3,0,2,37.82337198929528,0.0040672530236311,0.0085709040824581,2.1405154130547337,1,0,0,0,1,-0.0005236973029589,0,-0.01885310290652009,0,,,0,,False,False,
2023-02-10,0.3818,0.3878,0.3771,0.3817,279931749.0,2023-02-10 23:59:59.999000,107300522.3004,129469,139730701.0,53554602.2296,XRPUSDT-1d-2023-02.csv,0.3975,0.3819,0.4092,0.3726,526681339.0,356160688.0,0.0106999999999999,9.9999999999989e-05,0.006,0.0045999999999999,0.4991598898630108,2162.152708370344,0.3950999999999999,0.4045047619047619,0.0109238925558352,0.0106999999999999,0.2923497267759558,-0.0005236973029589,-0.0005238344802865,-0.0219,-0.03,4,0,2,35.694572217111315,0.0023438821451812,0.0073254996950027,-0.2113699182502706,0,0,0,0,1,0.0041917736442231,1,-0.029866387215090273,0,,,0,,False,False,
2023-02-11,0.3818,0.3841,0.3798,0.3833,123179600.0,2023-02-11 23:59:59.999000,47064308.7616,59338,54359454.0,20769517.1762,XRPUSDT-1d-2023-02.csv,0.3818,0.3817,0.3878,0.3771,279931749.0,263188839.0,0.0042999999999999,0.0015,0.0008,0.0019999999999999,0.4413024072167794,2075.8974013279853,0.3912,0.403547619047619,0.0117623374555225,0.0042999999999999,0.4018691588785024,0.0041917736442231,0.0041830126353253,-0.0142,-0.0273,5,1,2,38.36657169990502,0.0010945872159662,0.0060793171991954,-1.6388400604152855,0,0,0,0,1,-0.0224367336290112,0,-0.003652491521001666,0,,,0,,False,False,
2023-02-12,0.3834,0.385,0.3716,0.3747,135976322.0,2023-02-12 23:59:59.999000,51727784.2532,70222,62447787.0,23753707.6288,XRPUSDT-1d-2023-02.csv,0.3818,0.3833,0.3841,0.3798,123179600.0,526681339.0,0.0134,0.0087,0.0015999999999999,0.0030999999999999,0.4592548620339944,1936.3778018284868,0.3878142857142857,0.4023238095238095,0.0128019658517875,0.0134,3.1162790697674687,-0.0224367336290112,-0.0226922665868677,-0.0072,-0.0237,6,1,2,32.13296398891967,-0.0005827189219196,0.0047469099749724,-1.4568149134140145,0,0,0,0,1,-0.0117427275153455,0,0.07045636509207376,1,,,0,,False,False,
2023-02-13,0.3747,0.3783,0.3612,0.3703,382768169.0,2023-02-13 23:59:59.999000,141477064.7839,158099,190350024.0,70362221.9661,XRPUSDT-1d-2023-02.csv,0.3834,0.3747,0.385,0.3716,135976322.0,279931749.0,0.0171,0.0043999999999999,0.0036,0.0090999999999999,0.4972984678880129,2421.0663508308085,0.3847142857142857,0.3997952380952381,0.01465083165325,0.0171,1.2761194029850726,-0.0117427275153455,-0.0118122178800746,-0.0113999999999999,-0.0216999999999999,0,0,2,37.54045307443366,-0.002241204141951,0.0033492871515877,0.8236945300628862,0,0,0,0,1,0.0313259519308668,1,0.03726708074534146,1,,,0,,False,False,
2023-02-14,0.3703,0.3839,0.3644,0.3819,372274074.0,2023-02-14 23:59:59.999000,138499878.2798,160722,196180773.0,72994759.0715,XRPUSDT-1d-2023-02.csv,0.3747,0.3703,0.3783,0.3612,382768169.0,123179600.0,0.0195,0.0116,0.002,0.0059,0.5269794130224604,2316.2608354798967,0.3816142857142857,0.3985619047619047,0.0147327194359367,0.0195,1.1403508771929831,0.0313259519308668,0.0308453063119035,-0.0013999999999999,-0.0216999999999999,1,0,2,37.065217391304365,-0.0025896902357993,0.0021614916741103,0.7010531669565373,0,0,0,0,1,0.0502749410840535,1,0.03430217334380736,1,,,0,,False,False,
2023-02-15,0.3819,0.4024,0.3765,0.4011,370966882.0,2023-02-15 23:59:59.999000,143859246.6086,150550,183280682.0,71037186.5248,XRPUSDT-1d-2023-02.csv,0.3703,0.3819,0.3839,0.3644,372274074.0,135976322.0,0.0258999999999999,0.0191999999999999,0.0012999999999999,0.0054,0.4940621141485077,2464.0775954832284,0.3821285714285714,0.3978047619047619,0.0138330012317258,0.0258999999999999,1.328205128205126,0.0502749410840535,0.0490519785445367,0.0264,0.0035999999999999,2,0,2,44.21965317919075,-0.0013015845801444,0.0014688764232593,0.697298881254393,0,0,0,0,1,-0.0423834455248067,0,-0.01695337820992282,0,,,0,,False,False,
2023-02-16,0.401,0.4048,0.384,0.3841,450636395.0,2023-02-16 23:59:59.999000,179200203.6661,193412,225043586.0,89555461.717,XRPUSDT-1d-2023-02.csv,0.3819,0.4011,0.4024,0.3765,370966882.0,382768169.0,0.0207999999999999,0.0169,0.0037999999999999,9.9999999999989e-05,0.4993906140226423,2329.92986474469,0.3824428571428572,0.3966095238095238,0.0130811583316122,0.0207999999999999,0.8030888030888031,-0.0423834455248067,-0.043307837424148,0.0137999999999999,0.0021999999999999,3,0,2,39.06382978723404,-0.0016336774757977,0.0008483656434479,1.2615494996785928,0,0,0,0,1,0.0283780265555846,1,0.0057276750846133595,1,,,0,,False,False,
2023-02-17,0.3841,0.4,0.3809,0.395,358052399.0,2023-02-17 23:59:59.999000,139644124.6396,149639,187919337.0,73283588.7734,XRPUSDT-1d-2023-02.csv,0.401,0.3841,0.4048,0.384,450636395.0,372274074.0,0.0191,0.0109,0.005,0.0031999999999999,0.524837530833022,2392.774604214142,0.3843428571428572,0.3957619047619047,0.0117317569391428,0.0191,0.9182692307692316,0.0283780265555846,0.0279828295492629,0.0131,0.0133,4,0,2,43.39920948616601,-0.0010057311407591,0.0004775462866065,0.4072716102208354,0,0,0,0,1,-0.0017721518987342,0,0.008607594936708818,1,,,0,,False,False,
2023-02-18,0.3949,0.3976,0.3911,0.3943,145625421.0,2023-02-18 23:59:59.999000,57400872.4426,73236,69380555.0,27349230.4521,XRPUSDT-1d-2023-02.csv,0.3841,0.395,0.4,0.3809,358052399.0,370966882.0,0.0065,0.0005999999999999,0.0027,0.0031999999999999,0.4764316183504801,1988.440398164837,0.3859142857142857,0.3951190476190476,0.0102105310858422,0.0065,0.3403141361256546,-0.0017721518987342,-0.0017737240175404,-0.0068,0.011,5,1,2,43.53687549563836,-0.0005581295262331,0.0002704111240385,-1.3662619355433845,0,0,0,0,1,-0.0202891199594217,0,-0.006086735987826386,0,,,0,,False,False,
2023-02-19,0.3942,0.3981,0.3845,0.3863,237992952.0,2023-02-19 23:59:59.999000,93146713.9362,120434,116193819.0,45470936.4997,XRPUSDT-1d-2023-02.csv,0.3949,0.3943,0.3976,0.3911,145625421.0,450636395.0,0.0136,0.0079,0.0039,0.0017999999999999,0.4882237815176981,1976.127605161333,0.3875714285714285,0.3938285714285715,0.0098178381049471,0.0136,2.09230769230769,-0.0202891199594217,-0.0204977712113458,0.0021999999999999,0.0116,6,1,2,45.03691550451189,-0.0008392606883425,4.847676156236234e-05,-0.5920187572572734,0,0,0,0,1,0.0313228061092414,1,0.023297954957287148,1,,,0,,False,False,0.0
2023-02-20,0.3862,0.409,0.3774,0.3984,557018367.0,2023-02-20 23:59:59.999000,220336014.7363,224246,278894507.0,110244972.671,XRPUSDT-1d-2023-02.csv,0.3942,0.3863,0.3981,0.3845,237992952.0,358052399.0,0.0315999999999999,0.0121999999999999,0.0105999999999999,0.0087999999999999,0.5006917608517566,2483.961216699517,0.3915857142857142,0.3940666666666666,0.0101762733091021,0.0315999999999999,2.323529411764703,0.0313228061092414,0.0308422560382074,0.0033999999999999,0.0280999999999999,0,0,2,52.5078369905956,-8.471375622498556e-05,2.1838658004892764e-05,1.6947447120272137,0,0,0,0,1,-0.0163152610441765,0,-0.025602409638554202,0,,,0,,False,False,0.0
2023-02-21,0.3985,0.4025,0.3872,0.3919,448284088.0,2023-02-21 23:59:59.999000,176374645.4901,170551,225085280.0,88578978.1016,XRPUSDT-1d-2023-02.csv,0.3862,0.3984,0.409,0.3774,557018367.0,145625421.0,0.0153,0.0065999999999999,0.004,0.0047,0.5021041032355358,2628.445966309198,0.3930142857142857,0.3934095238095237,0.0092479400735732,0.0153,0.4841772151898751,-0.0163152610441765,-0.0164498205048572,-0.0023999999999999,0.01,1,0,2,45.22448979591838,-1.1097627002076836e-05,1.5251401003498845e-05,0.8270074799431204,0,0,0,0,1,0.0086756825720846,1,-0.03470273028833881,0,,,0,,False,False,0.0
2023-02-22,0.392,0.3977,0.3828,0.3953,389277544.0,2023-02-22 23:59:59.999000,151813602.9011,161983,199048660.0,77597400.0916,XRPUSDT-1d-2023-02.csv,0.3985,0.3919,0.4025,0.3872,448284088.0,237992952.0,0.0149,0.0032999999999999,0.0024,0.0092,0.5113283904195615,2403.1999901224203,0.3921857142857142,0.3925619047619048,0.0090786913904286,0.0149,0.973856209150326,0.0086756825720846,0.0086382650970539,0.009,-0.0058,2,0,2,49.08180300500833,0.0003179303674261,7.578719428802135e-05,0.3437409366043693,0,0,0,1,0,-0.0179610422463951,0,-0.04427017455097382,0,,,0,,False,False,0.0
2023-02-23,0.3953,0.3979,0.3853,0.3882,348351954.0,2023-02-23 23:59:59.999000,136524364.7895,151055,185760178.0,72805734.0508,XRPUSDT-1d-2023-02.csv,0.392,0.3953,0.3977,0.3828,389277544.0,557018367.0,0.0126,0.0070999999999999,0.0025999999999999,0.0029,0.5332543017686072,2306.126602892986,0.3927714285714286,0.3915333333333334,0.0089533375200122,0.0126,0.8456375838926161,-0.0179610422463951,-0.0181242995677299,-0.0101999999999999,0.0040999999999999,3,0,2,52.83018867924527,5.710928674185212e-06,6.177194116525413e-05,0.1531533947397058,0,0,0,0,1,-0.0255023183925811,0,-0.026532715095311632,0,,,0,,False,False,0.0
2023-02-24,0.3883,0.3908,0.3723,0.3783,356652233.0,2023-02-24 23:59:59.999000,136442442.7247,157595,183601515.0,70283824.5592,XRPUSDT-1d-2023-02.csv,0.3953,0.3882,0.3979,0.3853,348351954.0,448284088.0,0.0184999999999999,0.0099999999999999,0.0025,0.006,0.5147914354990173,2263.093581649164,0.3903857142857143,0.3899428571428571,0.0091693978615208,0.0184999999999999,1.468253968253965,-0.0255023183925811,-0.0258331390959262,-0.0136,-0.0166999999999999,4,0,2,48.59504132231407,-0.0010287141122702,-0.0001563252695218,0.1758312990891632,0,0,0,0,1,-0.0013217023526301,0,0.0005286809410520732,1,,,0,,False,False,0.0
2023-02-25,0.3783,0.3795,0.3692,0.3778,179723963.0,2023-02-25 23:59:59.999000,67647646.4228,84703,84230523.0,31703256.8337,XRPUSDT-1d-2023-02.csv,0.3883,0.3783,0.3908,0.3723,356652233.0,389277544.0,0.0103,0.0005,0.0011999999999999,0.0086,0.4686660676406295,2121.8134304570085,0.3880285714285714,0.3883809523809524,0.0094698248356339,0.0103,0.5567567567567596,-0.0013217023526301,-0.0013225765715743,-0.0174999999999999,-0.0164999999999999,5,1,2,47.70642201834864,-0.0018673238838104,-0.0004985249923795,-1.2984397276597064,0,0,0,0,1,0.0002646903123344,1,-0.004235044997353166,0,,,0,,False,False,0.0
2023-02-26,0.3779,0.3807,0.3745,0.3779,130843027.0,2023-02-26 23:59:59.999000,49371646.179,69576,62587386.0,23616970.2689,XRPUSDT-1d-2023-02.csv,0.3783,0.3778,0.3795,0.3692,179723963.0,348351954.0,0.0061999999999999,0.0,0.0027999999999999,0.0034,0.4783394838457842,1880.5770236863289,0.3868285714285714,0.3874047619047619,0.0091851887464384,0.0061999999999999,0.601941747572812,0.0002646903123344,0.0002646552880339,-0.0102999999999999,-0.0083999999999999,6,1,2,51.43626570915621,-0.0024950970793612,-0.0008978394097759,-1.6870149825409233,0,0,0,0,1,0.0015877216194759,1,0.014818735115109893,1,,,0,,False,False,0.0
2023-02-27,0.3779,0.3801,0.3708,0.3785,421412885.0,2023-02-27 23:59:59.999000,158457633.8979,145975,225350589.0,84706976.9665,XRPUSDT-1d-2023-02.csv,0.3779,0.3779,0.3807,0.3745,130843027.0,356652233.0,0.0092999999999999,0.0005999999999999,0.0015999999999999,0.0070999999999999,0.5347501156733734,2886.883952731632,0.3839857142857142,0.3867619047619047,0.0082371444961561,0.0092999999999999,1.5,0.0015877216194759,0.00158646252206,0.0001999999999999,-0.0198999999999999,0,0,2,53.81040892193308,-0.0029106447729767,-0.001300400482416,0.6516067228668443,0,0,0,0,1,-0.0060766182298547,0,-0.003434610303830965,0,,,0,,False,False,0.0
2023-02-28,0.3785,0.3827,0.3719,0.3762,371401256.0,2023-02-28 23:59:59.999000,140007695.9865,149317,200818042.0,75668334.9249,XRPUSDT-1d-2023-02.csv,0.3779,0.3785,0.3801,0.3708,421412885.0,179723963.0,0.0107999999999999,0.0023,0.0041999999999999,0.0042999999999999,0.5407037234144411,2487.334034302859,0.3817428571428571,0.3854571428571428,0.008679434452635,0.0107999999999999,1.1612903225806457,-0.0060766182298547,-0.0060951560105734,-0.0016,-0.0157,1,0,2,47.10071210579855,-0.0033865223702768,-0.0017176248599882,0.2493499297854277,0,0,0,0,1,0.019404572036151,1,0.0031897926634769647,1,,,0,,False,False,0.0
2023-03-01,0.3762,0.3848,0.3726,0.3835,317577485.0,2023-03-01 23:59:59.999000,120585971.9244,134548,161512541.0,61296409.5252,XRPUSDT-1d-2023-03.csv,0.3785,0.3762,0.3827,0.3719,371401256.0,130843027.0,0.0121999999999999,0.0073,0.0012999999999999,0.0035999999999999,0.508576799769039,2360.3285444599696,0.3800571428571428,0.3847904761904762,0.0077656223259888,0.0121999999999999,1.129629629629631,0.019404572036151,0.0192187039403809,0.0055999999999999,-0.0117999999999999,2,0,3,39.81481481481481,-0.0031384319137994,-0.0020017862707504,-0.1537219286002864,0,0,0,0,1,-0.0164276401564538,0,-0.026075619295958252,0,,,0,,False,False,0.0
