close_time,prediction_hit,future_return_3d,price_direction_3d,model_prediction_3d
2023-01-21 23:59:59.999000,False,0.010907288051561714,1,
2023-01-22 23:59:59.999000,False,0.041458541458541553,1,
2023-01-23 23:59:59.999000,False,-0.033538025507794056,0,
2023-01-24 23:59:59.999000,False,0.012260912211868646,1,
2023-01-25 23:59:59.999000,False,-0.022062350119904095,0,
2023-01-26 23:59:59.999000,False,0.01026392961876832,1,
2023-01-27 23:59:59.999000,False,-0.046996124031007724,0,
2023-01-28 23:59:59.999000,False,-0.005149583128984725,0,
2023-01-29 23:59:59.999000,False,-0.0007256894049345597,0,
2023-01-30 23:59:59.999000,False,0.04168784951703097,1,
2023-01-31 23:59:59.999000,False,0.014789253142716285,1,
2023-02-01 23:59:59.999000,False,-0.006051803437424397,0,
2023-02-02 23:59:59.999000,False,-0.027818448023426146,0,
2023-02-03 23:59:59.999000,False,-0.047850376487733826,0,
2023-02-04 23:59:59.999000,False,-0.017048222113979605,0,
2023-02-05 23:59:59.999000,False,-0.0022590361445782303,0,
2023-02-06 23:59:59.999000,False,-0.025765306122448983,0,
2023-02-07 23:59:59.999000,False,-0.05426164519326071,0,
2023-02-08 23:59:59.999000,False,-0.0357232704402517,0,
2023-02-09 23:59:59.999000,False,-0.01885310290652009,0,
2023-02-10 23:59:59.999000,False,-0.029866387215090273,0,
2023-02-11 23:59:59.999000,False,-0.003652491521001666,0,
2023-02-12 23:59:59.999000,False,0.07045636509207376,1,
2023-02-13 23:59:59.999000,False,0.03726708074534146,1,
2023-02-14 23:59:59.999000,False,0.03430217334380736,1,
2023-02-15 23:59:59.999000,False,-0.01695337820992282,0,
2023-02-16 23:59:59.999000,False,0.0057276750846133595,1,
2023-02-17 23:59:59.999000,False,0.008607594936708818,1,
2023-02-18 23:59:59.999000,False,-0.006086735987826386,0,
2023-02-19 23:59:59.999000,False,0.023297954957287148,1,
2023-02-20 23:59:59.999000,False,-0.025602409638554202,0,
2023-02-21 23:59:59.999000,False,-0.03470273028833881,0,
2023-02-22 23:59:59.999000,False,-0.04427017455097382,0,
2023-02-23 23:59:59.999000,False,-0.026532715095311632,0,
2023-02-24 23:59:59.999000,False,0.0005286809410520732,1,
2023-02-25 23:59:59.999000,False,-0.004235044997353166,0,
2023-02-26 23:59:59.999000,False,0.014818735115109893,1,
2023-02-27 23:59:59.999000,False,-0.003434610303830965,0,
2023-02-28 23:59:59.999000,False,0.0031897926634769647,1,
2023-03-01 23:59:59.999000,False,-0.026075619295958252,0,
2023-03-02 23:59:59.999000,False,-0.02757158006362659,0,
2023-03-03 23:59:59.999000,False,-0.020932697403285738,0,
2023-03-04 23:59:59.999000,False,0.017670682730923648,1,
2023-03-05 23:59:59.999000,False,0.06025081788440567,1,
2023-03-06 23:59:59.999000,False,0.00297699594045997,1,
2023-03-07 23:59:59.999000,False,-0.026571954748750293,0,
2023-03-08 23:59:59.999000,False,-0.06454101311391103,0,
2023-03-09 23:59:59.999000,False,0.0021586616297895045,1,
2023-03-10 23:59:59.999000,False,0.00648648648648642,1,
2023-03-11 23:59:59.999000,False,0.023639362286970833,1,
2023-03-12 23:59:59.999000,False,-0.03365643511039318,0,
2023-03-13 23:59:59.999000,False,-0.020676691729323293,0,
2023-03-14 23:59:59.999000,False,0.01987110633727185,1,
2023-03-15 23:59:59.999000,False,0.041794371691278975,1,
2023-03-16 23:59:59.999000,False,0.05758157389635299,1,
2023-03-17 23:59:59.999000,False,-0.01685097419694581,0,
2023-03-18 23:59:59.999000,False,0.25595078898101087,1,
