close_time,open,high,low,close,volume,rsi,macd,momentum_3,volume_spike,rsi_buy,macd_bullish
2023-01-21 23:59:59.999000,0.4129,0.4166,0.3967,0.4034,346602583.0,75.29914529914531,0.0153923786632887,0.0252,0,0,1
2023-01-22 23:59:59.999000,0.4034,0.4122,0.3962,0.4004,250067543.0,73.19327731092437,0.0154625602196933,0.0075999999999999,0,0,1
2023-01-23 23:59:59.999000,0.4004,0.433,0.3995,0.4234,723894773.0,76.91751085383503,0.0171760920918657,0.0105,0,0,1
2023-01-24 23:59:59.999000,0.4233,0.4312,0.4025,0.4078,411297898.0,68.77054569362261,0.0170784194322643,0.0044,0,0,1
2023-01-25 23:59:59.999000,0.4079,0.4245,0.3965,0.417,375065459.0,65.87643678160919,0.0175411725401862,0.0166,0,0,1
2023-01-26 23:59:59.999000,0.417,0.4178,0.4053,0.4092,290069659.0,61.86206896551724,0.0170816067695815,-0.0141999999999999,0,0,1
2023-01-27 23:59:59.999000,0.4091,0.4135,0.3988,0.4128,274281738.0,59.81104651162792,0.0168140654191696,0.005,0,0,1
2023-01-28 23:59:59.999000,0.4127,0.4168,0.4055,0.4078,148949278.0,54.69571750563487,0.0160139795700529,-0.0091999999999999,0,0,1
2023-01-29 23:59:59.999000,0.4078,0.4173,0.4066,0.4134,166884667.0,61.29788897576231,0.0156513598356161,0.0041999999999999,0,0,0
2023-01-30 23:59:59.999000,0.4135,0.4222,0.386,0.3934,433795926.0,52.68890401633765,0.0135934513845831,-0.0193999999999999,0,0,0
2023-01-31 23:59:59.999000,0.3933,0.4113,0.388,0.4057,346580963.0,55.98480050664979,0.0128074154028953,-0.0020999999999999,0,0,0
2023-02-01 23:59:59.999000,0.4058,0.4157,0.3962,0.4131,379103907.0,61.13592852584558,0.0126359351847309,-0.0002999999999999,0,0,0
2023-02-02 23:59:59.999000,0.4132,0.4192,0.408,0.4098,322532370.0,55.84594222833563,0.0120943374618416,0.0163999999999999,0,0,0
2023-02-03 23:59:59.999000,0.4097,0.4137,0.4054,0.4117,274689680.0,49.528301886792455,0.0116837485055968,0.006,0,0,0
2023-02-04 23:59:59.999000,0.4116,0.4204,0.4075,0.4106,178134111.0,53.030303030303045,0.0111411645825492,-0.0025,0,0,0
2023-02-05 23:59:59.999000,0.4106,0.412,0.3942,0.3984,237111362.0,49.21875,0.0096158790065712,-0.0114,0,0,0
2023-02-06 23:59:59.999000,0.3985,0.4037,0.3909,0.392,315995053.0,35.90664272890484,0.0078007307176246,-0.0196999999999999,0,0,0
2023-02-07 23:59:59.999000,0.3921,0.4048,0.3901,0.4036,356160688.0,48.04469273743018,0.0072150648990183,-0.007,0,0,0
2023-02-08 23:59:59.999000,0.4037,0.406,0.3936,0.3975,263188839.0,40.651965484180266,0.0061873772645089,-0.0008999999999999,0,0,0
2023-02-09 23:59:59.999000,0.3975,0.4092,0.3726,0.3819,526681339.0,37.82337198929528,0.0040672530236311,-0.0100999999999999,1,0,0
2023-02-10 23:59:59.999000,0.3818,0.3878,0.3771,0.3817,279931749.0,35.694572217111315,0.0023438821451812,-0.0219,0,0,0
2023-02-11 23:59:59.999000,0.3818,0.3841,0.3798,0.3833,123179600.0,38.36657169990502,0.0010945872159662,-0.0142,0,0,0
2023-02-12 23:59:59.999000,0.3834,0.385,0.3716,0.3747,135976322.0,32.13296398891967,-0.0005827189219196,-0.0072,0,0,0
2023-02-13 23:59:59.999000,0.3747,0.3783,0.3612,0.3703,382768169.0,37.54045307443366,-0.002241204141951,-0.0113999999999999,0,0,0
2023-02-14 23:59:59.999000,0.3703,0.3839,0.3644,0.3819,372274074.0,37.065217391304365,-0.0025896902357993,-0.0013999999999999,0,0,0
2023-02-15 23:59:59.999000,0.3819,0.4024,0.3765,0.4011,370966882.0,44.21965317919075,-0.0013015845801444,0.0264,0,0,0
